query_id;dop;execution_time;executor_start_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;Unnamed: 21
10;64;5719.71;2934.41;4240384;616121;23747584;52428800;104857600;524288000;300350464;1746944;5823488;5987328;1346560;0;0;7548280.0;35;web_sales,date_dim,store_sales,customer_demographics,customer_address,catalog_sales,customer;select     cd_gender,   cd_marital_status,   cd_education_status,   count(*) cnt1,   cd_purchase_estimate,   count(*) cnt2,   cd_credit_rating,   count(*) cnt3,   cd_dep_count,   count(*) cnt4,   cd_dep_employed_count,   count(*) cnt5,   cd_dep_college_count,   count(*) cnt6  from   customer c,customer_address ca,customer_demographics  where   c.c_current_addr_sk = ca.ca_address_sk and   ca_county in ('Greer County','Boone County','Cumberland County','Tyler County','Marion County') and   cd_demo_sk = c.c_current_cdemo_sk and    exists (select *           from store_sales,date_dim           where c.c_customer_sk = ss_customer_sk and                 ss_sold_date_sk = d_date_sk and                 d_year = 1999 and                 d_moy between 1 and 1+3) and    (exists (select *             from web_sales,date_dim             where c.c_customer_sk = ws_bill_customer_sk and                   ws_sold_date_sk = d_date_sk and                   d_year = 1999 and                   d_moy between 1 ANd 1+3) or      exists (select *              from catalog_sales,date_dim             where c.c_customer_sk = cs_ship_customer_sk and                   cs_sold_date_sk = d_date_sk and                   d_year = 1999 and                   d_moy between 1 and 1+3))  group by cd_gender,           cd_marital_status,           cd_education_status,           cd_purchase_estimate,           cd_credit_rating,           cd_dep_count,           cd_dep_employed_count,           cd_dep_college_count  order by cd_gender,           cd_marital_status,           cd_education_status,           cd_purchase_estimate,           cd_credit_rating,           cd_dep_count,           cd_dep_employed_count,           cd_dep_college_count limit 100;
11;64;13706.0;5624.7;20146176;7428547;44809216;52428800;104857600;524288000;300350464;1746944;19968000;21893120;0;0;0;3967990000000.0;65;store_sales,date_dim,web_sales,customer;with year_total as (  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,c_preferred_cust_flag customer_preferred_cust_flag        ,c_birth_country customer_birth_country        ,c_login customer_login        ,c_email_address customer_email_address        ,d_year dyear        ,sum(ss_ext_list_price-ss_ext_discount_amt) year_total        ,'s' sale_type  from customer      ,store_sales      ,date_dim  where c_customer_sk = ss_customer_sk    and ss_sold_date_sk = d_date_sk  group by c_customer_id          ,c_first_name          ,c_last_name          ,c_preferred_cust_flag           ,c_birth_country          ,c_login          ,c_email_address          ,d_year   union all  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,c_preferred_cust_flag customer_preferred_cust_flag        ,c_birth_country customer_birth_country        ,c_login customer_login        ,c_email_address customer_email_address        ,d_year dyear        ,sum(ws_ext_list_price-ws_ext_discount_amt) year_total        ,'w' sale_type  from customer      ,web_sales      ,date_dim  where c_customer_sk = ws_bill_customer_sk    and ws_sold_date_sk = d_date_sk  group by c_customer_id          ,c_first_name          ,c_last_name          ,c_preferred_cust_flag           ,c_birth_country          ,c_login          ,c_email_address          ,d_year          )   select                     t_s_secyear.customer_id                  ,t_s_secyear.customer_first_name                  ,t_s_secyear.customer_last_name                  ,t_s_secyear.customer_birth_country  from year_total t_s_firstyear      ,year_total t_s_secyear      ,year_total t_w_firstyear      ,year_total t_w_secyear  where t_s_secyear.customer_id = t_s_firstyear.customer_id          and t_s_firstyear.customer_id = t_w_secyear.customer_id          and t_s_firstyear.customer_id = t_w_firstyear.customer_id          and t_s_firstyear.sale_type = 's'          and t_w_firstyear.sale_type = 'w'          and t_s_secyear.sale_type = 's'          and t_w_secyear.sale_type = 'w'          and t_s_firstyear.dyear = 1998          and t_s_secyear.dyear = 1998+1          and t_w_firstyear.dyear = 1998          and t_w_secyear.dyear = 1998+1          and t_s_firstyear.year_total > 0          and t_w_firstyear.year_total > 0          and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else 0.0 end              > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else 0.0 end  order by t_s_secyear.customer_id          ,t_s_secyear.customer_first_name          ,t_s_secyear.customer_last_name          ,t_s_secyear.customer_birth_country limit 100;
13;64;7602.2;305.725;2733056;333192;47385600;52428800;104857600;524288000;300350464;1746944;3879936;4480000;1041408;0;0;4900680.0;18;date_dim,customer_address,customer_demographics,household_demographics,store,store_sales;select avg(ss_quantity)        ,avg(ss_ext_sales_price)        ,avg(ss_ext_wholesale_cost)        ,sum(ss_ext_wholesale_cost)  from store_sales      ,store      ,customer_demographics      ,household_demographics      ,customer_address      ,date_dim  where s_store_sk = ss_store_sk  and  ss_sold_date_sk = d_date_sk and d_year = 2001  and((ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'D'   and cd_education_status = 'Secondary'   and ss_sales_price between 100.00 and 150.00   and hd_dep_count = 3         )or      (ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'W'   and cd_education_status = 'Primary'   and ss_sales_price between 50.00 and 100.00      and hd_dep_count = 1      ) or       (ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'S'   and cd_education_status = '4 yr Degree'   and ss_sales_price between 150.00 and 200.00    and hd_dep_count = 1        ))  and((ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('GA', 'CA', 'TX')   and ss_net_profit between 100 and 200        ) or      (ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('VA', 'UT', 'IL')   and ss_net_profit between 150 and 300        ) or      (ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('WV', 'WA', 'OK')   and ss_net_profit between 50 and 250        )) ;
18;64;5423.31;956.5;8963072;3151711;32785408;52428800;104857600;524288000;300350464;1746944;8509440;10710016;319488;0;0;379013000.0;30;item,date_dim,customer_address,customer_demographics,customer,catalog_sales;select  i_item_id,         ca_country,         ca_state,          ca_county,         avg( cast(cs_quantity as decimal(12,2))) agg1,         avg( cast(cs_list_price as decimal(12,2))) agg2,         avg( cast(cs_coupon_amt as decimal(12,2))) agg3,         avg( cast(cs_sales_price as decimal(12,2))) agg4,         avg( cast(cs_net_profit as decimal(12,2))) agg5,         avg( cast(c_birth_year as decimal(12,2))) agg6,         avg( cast(cd1.cd_dep_count as decimal(12,2))) agg7  from catalog_sales, customer_demographics cd1,        customer_demographics cd2, customer, customer_address, date_dim, item  where cs_sold_date_sk = d_date_sk and        cs_item_sk = i_item_sk and        cs_bill_cdemo_sk = cd1.cd_demo_sk and        cs_bill_customer_sk = c_customer_sk and        cd1.cd_gender = 'F' and         cd1.cd_education_status = 'College' and        c_current_cdemo_sk = cd2.cd_demo_sk and        c_current_addr_sk = ca_address_sk and        c_birth_month in (9,7,4,10,3,12) and        d_year = 2001 and        ca_state in ('LA','KY','MN'                    ,'SC','NC','SD','IA')  group by rollup (i_item_id, ca_country, ca_state, ca_county)  order by ca_country,         ca_state,          ca_county,  i_item_id  limit 100;
19;64;2785.41;127.908;1103872;320957;25604096;52428800;104857600;524288000;300350464;1746944;2445312;2850816;1158144;0;0;4073210.0;18;customer_address,customer,item,store,store_sales,date_dim;select  i_brand_id brand_id, i_brand brand, i_manufact_id, i_manufact,   sum(ss_ext_sales_price) ext_price  from date_dim, store_sales, item,customer,customer_address,store  where d_date_sk = ss_sold_date_sk    and ss_item_sk = i_item_sk    and i_manager_id=8    and d_moy=11    and d_year=1999    and ss_customer_sk = c_customer_sk     and c_current_addr_sk = ca_address_sk    and substr(ca_zip,1,5) <> substr(s_zip,1,5)     and ss_store_sk = s_store_sk   group by i_brand       ,i_brand_id       ,i_manufact_id       ,i_manufact  order by ext_price desc          ,i_brand          ,i_brand_id          ,i_manufact_id          ,i_manufact limit 100 ;
20;64;1829.61;1193.88;4493312;650416;19920896;52428800;104857600;524288000;300350464;1746944;5750784;6240256;1077248;0;0;7095500.0;20;date_dim,item,catalog_sales;select  i_item_id        ,i_item_desc         ,i_category         ,i_class         ,i_current_price        ,sum(cs_ext_sales_price) as itemrevenue         ,sum(cs_ext_sales_price)*100/sum(sum(cs_ext_sales_price)) over            (partition by i_class) as revenueratio  from catalog_sales      ,item       ,date_dim  where cs_item_sk = i_item_sk     and i_category in ('Men', 'Children', 'Shoes')    and cs_sold_date_sk = d_date_sk  and d_date between cast('1999-02-11' as date)       and (cast('1999-02-11' as date) + 30 )  group by i_item_id          ,i_item_desc           ,i_category          ,i_class          ,i_current_price  order by i_category          ,i_class          ,i_item_id          ,i_item_desc          ,revenueratio limit 100;
22;64;31050.7;542.453;45689856;43082516;19488768;52428800;104857600;524288000;300350464;1746944;4470784;47436800;1140736;0;0;651996000.0;18;item,date_dim,inventory;select  i_product_name              ,i_brand              ,i_class              ,i_category              ,avg(inv_quantity_on_hand) qoh        from inventory            ,date_dim            ,item        where inv_date_sk=d_date_sk               and inv_item_sk=i_item_sk               and d_month_seq between 1204 and 1204 + 11        group by rollup(i_product_name                        ,i_brand                        ,i_class                        ,i_category) order by qoh, i_product_name, i_brand, i_class, i_category limit 100;
23;64;19296400.0;8.287;16665600;16634824;69056512;52428800;104857600;524288000;300350464;1746944;1766400;18412544;572416;0;0;368308000.0;53;store_sales,item,web_sales,date_dim,customer,catalog_sales;with frequent_ss_items as   (select substr(i_item_desc,1,30) itemdesc,i_item_sk item_sk,d_date solddate,count(*) cnt   from store_sales       ,date_dim        ,item   where ss_sold_date_sk = d_date_sk     and ss_item_sk = i_item_sk      and d_year in (2000,2000+1,2000+2,2000+3)   group by substr(i_item_desc,1,30),i_item_sk,d_date   having count(*) >4),  max_store_sales as  (select max(csales) tpcds_cmax    from (select c_customer_sk,sum(ss_quantity*ss_sales_price) csales         from store_sales             ,customer             ,date_dim          where ss_customer_sk = c_customer_sk          and ss_sold_date_sk = d_date_sk          and d_year in (2000,2000+1,2000+2,2000+3)          group by c_customer_sk)),  best_ss_customer as  (select c_customer_sk,sum(ss_quantity*ss_sales_price) ssales   from store_sales       ,customer   where ss_customer_sk = c_customer_sk   group by c_customer_sk   having sum(ss_quantity*ss_sales_price) > (95/100.0) * (select   * from  max_store_sales))   select  sum(sales)  from (select cs_quantity*cs_list_price sales        from catalog_sales            ,date_dim         where d_year = 2000           and d_moy = 7           and cs_sold_date_sk = d_date_sk           and cs_item_sk in (select item_sk from frequent_ss_items)          and cs_bill_customer_sk in (select c_customer_sk from best_ss_customer)       union all       select ws_quantity*ws_list_price sales        from web_sales             ,date_dim         where d_year = 2000           and d_moy = 7           and ws_sold_date_sk = d_date_sk           and ws_item_sk in (select item_sk from frequent_ss_items)          and ws_bill_customer_sk in (select c_customer_sk from best_ss_customer))   limit 100;
25;64;6365110.0;915.742;4430848;1370373;38379520;52428800;104857600;524288000;300350464;1746944;4883456;6177792;850944;0;0;5980300.0;24;item,date_dim,catalog_sales,store_returns,store,store_sales;select    i_item_id  ,i_item_desc  ,s_store_id  ,s_store_name  ,min(ss_net_profit) as store_sales_profit  ,min(sr_net_loss) as store_returns_loss  ,min(cs_net_profit) as catalog_sales_profit  from  store_sales  ,store_returns  ,catalog_sales  ,date_dim d1  ,date_dim d2  ,date_dim d3  ,store  ,item  where  d1.d_moy = 4  and d1.d_year = 2002  and d1.d_date_sk = ss_sold_date_sk  and i_item_sk = ss_item_sk  and s_store_sk = ss_store_sk  and ss_customer_sk = sr_customer_sk  and ss_item_sk = sr_item_sk  and ss_ticket_number = sr_ticket_number  and sr_returned_date_sk = d2.d_date_sk  and d2.d_moy               between 4 and  10  and d2.d_year              = 2002  and sr_customer_sk = cs_bill_customer_sk  and sr_item_sk = cs_item_sk  and cs_sold_date_sk = d3.d_date_sk  and d3.d_moy               between 4 and  10   and d3.d_year              = 2002  group by  i_item_id  ,i_item_desc  ,s_store_id  ,s_store_name  order by  i_item_id  ,i_item_desc  ,s_store_id  ,s_store_name  limit 100;
26;64;4255.41;586.35;3807232;735208;26730496;52428800;104857600;524288000;300350464;1746944;4992000;5554176;497664;0;0;7298370.0;23;promotion,item,date_dim,customer_demographics,catalog_sales;select  i_item_id,          avg(cs_quantity) agg1,         avg(cs_list_price) agg2,         avg(cs_coupon_amt) agg3,         avg(cs_sales_price) agg4   from catalog_sales, customer_demographics, date_dim, item, promotion  where cs_sold_date_sk = d_date_sk and        cs_item_sk = i_item_sk and        cs_bill_cdemo_sk = cd_demo_sk and        cs_promo_sk = p_promo_sk and        cd_gender = 'F' and         cd_marital_status = 'M' and        cd_education_status = '4 yr Degree' and        (p_channel_email = 'N' or p_channel_event = 'N') and        d_year = 2000   group by i_item_id  order by i_item_id  limit 100;
27;64;6531.05;526.621;4472832;1074303;39101440;52428800;104857600;524288000;300350464;1746944;5159936;6219776;272384;0;0;18151200.0;24;item,date_dim,customer_demographics,store,store_sales;select  i_item_id,         s_state, grouping(s_state) g_state,         avg(ss_quantity) agg1,         avg(ss_list_price) agg2,         avg(ss_coupon_amt) agg3,         avg(ss_sales_price) agg4  from store_sales, customer_demographics, date_dim, store, item  where ss_sold_date_sk = d_date_sk and        ss_item_sk = i_item_sk and        ss_store_sk = s_store_sk and        ss_cdemo_sk = cd_demo_sk and        cd_gender = 'M' and        cd_marital_status = 'M' and        cd_education_status = 'College' and        d_year = 1999 and        s_state in ('GA','MI', 'SD', 'OH', 'MO', 'SC')  group by rollup (i_item_id, s_state)  order by i_item_id          ,s_state  limit 100;
29;64;8588530.0;780.639;4163584;1268618;34763776;52428800;104857600;524288000;300350464;1746944;4844544;5910528;464896;0;0;5978880.0;24;item,date_dim,catalog_sales,store_returns,store,store_sales;select         i_item_id     ,i_item_desc     ,s_store_id     ,s_store_name     ,avg(ss_quantity)        as store_sales_quantity     ,avg(sr_return_quantity) as store_returns_quantity     ,avg(cs_quantity)        as catalog_sales_quantity  from     store_sales    ,store_returns    ,catalog_sales    ,date_dim             d1    ,date_dim             d2    ,date_dim             d3    ,store    ,item  where      d1.d_moy               = 4   and d1.d_year              = 2000  and d1.d_date_sk           = ss_sold_date_sk  and i_item_sk              = ss_item_sk  and s_store_sk             = ss_store_sk  and ss_customer_sk         = sr_customer_sk  and ss_item_sk             = sr_item_sk  and ss_ticket_number       = sr_ticket_number  and sr_returned_date_sk    = d2.d_date_sk  and d2.d_moy               between 4 and  4 + 3   and d2.d_year              = 2000  and sr_customer_sk         = cs_bill_customer_sk  and sr_item_sk             = cs_item_sk  and cs_sold_date_sk        = d3.d_date_sk       and d3.d_year              in (2000,2000+1,2000+2)  group by     i_item_id    ,i_item_desc    ,s_store_id    ,s_store_name  order by     i_item_id     ,i_item_desc    ,s_store_id    ,s_store_name  limit 100;
30;64;10642.7;4.337;372736;592298;12078080;52428800;104857600;524288000;300350464;1746944;1755136;2119680;159744;0;0;2308030.0;23;date_dim,web_returns,customer,customer_address;with customer_total_return as  (select wr_returning_customer_sk as ctr_customer_sk         ,ca_state as ctr_state,    sum(wr_return_amt) as ctr_total_return  from web_returns      ,date_dim      ,customer_address  where wr_returned_date_sk = d_date_sk     and d_year =2002    and wr_returning_addr_sk = ca_address_sk   group by wr_returning_customer_sk          ,ca_state)   select  c_customer_id,c_salutation,c_first_name,c_last_name,c_preferred_cust_flag        ,c_birth_day,c_birth_month,c_birth_year,c_birth_country,c_login,c_email_address        ,c_last_review_date,ctr_total_return  from customer_total_return ctr1      ,customer_address      ,customer  where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2       from customer_total_return ctr2                       where ctr1.ctr_state = ctr2.ctr_state)        and ca_address_sk = c_current_addr_sk        and ca_state = 'NM'        and ctr1.ctr_customer_sk = c_customer_sk  order by c_customer_id,c_salutation,c_first_name,c_last_name,c_preferred_cust_flag                   ,c_birth_day,c_birth_month,c_birth_year,c_birth_country,c_login,c_email_address                   ,c_last_review_date,ctr_total_return limit 100;
31;64;9214.99;6950.62;13826048;1840939;32713728;52428800;104857600;524288000;300350464;1746944;15414272;15572992;0;0;0;25426200.0;76;web_sales,customer_address,date_dim,store_sales;with ss as  (select ca_county,d_qoy, d_year,sum(ss_ext_sales_price) as store_sales  from store_sales,date_dim,customer_address  where ss_sold_date_sk = d_date_sk   and ss_addr_sk=ca_address_sk  group by ca_county,d_qoy, d_year),  ws as  (select ca_county,d_qoy, d_year,sum(ws_ext_sales_price) as web_sales  from web_sales,date_dim,customer_address  where ws_sold_date_sk = d_date_sk   and ws_bill_addr_sk=ca_address_sk  group by ca_county,d_qoy, d_year)  select          ss1.ca_county        ,ss1.d_year        ,ws2.web_sales/ws1.web_sales web_q1_q2_increase        ,ss2.store_sales/ss1.store_sales store_q1_q2_increase        ,ws3.web_sales/ws2.web_sales web_q2_q3_increase        ,ss3.store_sales/ss2.store_sales store_q2_q3_increase  from         ss ss1        ,ss ss2        ,ss ss3        ,ws ws1        ,ws ws2        ,ws ws3  where     ss1.d_qoy = 1     and ss1.d_year = 1998     and ss1.ca_county = ss2.ca_county     and ss2.d_qoy = 2     and ss2.d_year = 1998  and ss2.ca_county = ss3.ca_county     and ss3.d_qoy = 3     and ss3.d_year = 1998     and ss1.ca_county = ws1.ca_county     and ws1.d_qoy = 1     and ws1.d_year = 1998     and ws1.ca_county = ws2.ca_county     and ws2.d_qoy = 2     and ws2.d_year = 1998     and ws1.ca_county = ws3.ca_county     and ws3.d_qoy = 3     and ws3.d_year =1998     and case when ws1.web_sales > 0 then ws2.web_sales/ws1.web_sales else null end         > case when ss1.store_sales > 0 then ss2.store_sales/ss1.store_sales else null end     and case when ws2.web_sales > 0 then ws3.web_sales/ws2.web_sales else null end        > case when ss2.store_sales > 0 then ss3.store_sales/ss2.store_sales else null end  order by ss1.d_year;
32;64;18590.7;4.589;17408;11689;15332352;52428800;104857600;524288000;300350464;1746944;1758208;1764352;161792;0;0;9469690.0;16;date_dim,item,catalog_sales;"select  sum(cs_ext_discount_amt)  as ""excess discount amount""  from     catalog_sales     ,item     ,date_dim where i_manufact_id = 283 and i_item_sk = cs_item_sk  and d_date between '1999-02-22' and          (cast('1999-02-22' as date) + 90 ) and d_date_sk = cs_sold_date_sk  and cs_ext_discount_amt        > (           select              1.3 * avg(cs_ext_discount_amt)           from              catalog_sales             ,date_dim          where                cs_item_sk = i_item_sk            and d_date between '1999-02-22' and                              (cast('1999-02-22' as date) + 90 )           and d_date_sk = cs_sold_date_sk        )  limit 100";
33;64;26275100.0;8.889;162816;68552;51030016;52428800;104857600;524288000;300350464;1746944;1768448;1909760;2319360;0;0;70555500.0;40;catalog_sales,web_sales,item,customer_address,date_dim,store_sales;with ss as (  select           i_manufact_id,sum(ss_ext_sales_price) total_sales  from   store_sales,   date_dim,          customer_address,          item  where          i_manufact_id in (select   i_manufact_id from  item where i_category in ('Jewelry'))  and     ss_item_sk              = i_item_sk  and     ss_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 5  and     ss_addr_sk              = ca_address_sk  and     ca_gmt_offset           = -5   group by i_manufact_id),  cs as (  select           i_manufact_id,sum(cs_ext_sales_price) total_sales  from   catalog_sales,   date_dim,          customer_address,          item  where          i_manufact_id               in (select   i_manufact_id from  item where i_category in ('Jewelry'))  and     cs_item_sk              = i_item_sk  and     cs_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 5  and     cs_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5   group by i_manufact_id),  ws as (  select           i_manufact_id,sum(ws_ext_sales_price) total_sales  from   web_sales,   date_dim,          customer_address,          item  where          i_manufact_id               in (select   i_manufact_id from  item where i_category in ('Jewelry'))  and     ws_item_sk              = i_item_sk  and     ws_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 5  and     ws_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5  group by i_manufact_id)   select  i_manufact_id ,sum(total_sales) total_sales  from  (select * from ss          union all         select * from cs          union all         select * from ws) tmp1  group by i_manufact_id  order by total_sales limit 100;
34;64;2652.74;328.129;2146304;444969;25761792;52428800;104857600;524288000;300350464;1746944;3571712;3893248;3214336;0;0;4696900.0;18;date_dim,household_demographics,store,store_sales,customer;select c_last_name        ,c_first_name        ,c_salutation        ,c_preferred_cust_flag        ,ss_ticket_number        ,cnt from    (select ss_ticket_number           ,ss_customer_sk           ,count(*) cnt     from store_sales,date_dim,store,household_demographics     where store_sales.ss_sold_date_sk = date_dim.d_date_sk     and store_sales.ss_store_sk = store.s_store_sk       and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk     and (date_dim.d_dom between 1 and 3 or date_dim.d_dom between 25 and 28)     and (household_demographics.hd_buy_potential = '501-1000' or          household_demographics.hd_buy_potential = 'Unknown')     and household_demographics.hd_vehicle_count > 0     and (case when household_demographics.hd_vehicle_count > 0   then household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count   else null   end)  > 1.2     and date_dim.d_year in (2000,2000+1,2000+2)     and store.s_county in ('Ziebach County','Fairfield County','Walker County','Barrow County',                            'Williamson County','Franklin Parish','Richland County','Luce County')     group by ss_ticket_number,ss_customer_sk) dn,customer     where ss_customer_sk = c_customer_sk       and cnt between 15 and 20     order by c_last_name,c_first_name,c_salutation,c_preferred_cust_flag desc, ss_ticket_number;
35;64;16513.0;2820.18;4421632;1383429;24581120;52428800;104857600;524288000;300350464;1746944;5832704;6168576;1590272;0;0;7796510.0;35;web_sales,date_dim,store_sales,customer_demographics,customer_address,catalog_sales,customer;select      ca_state,   cd_gender,   cd_marital_status,   cd_dep_count,   count(*) cnt1,   min(cd_dep_count),   max(cd_dep_count),   max(cd_dep_count),   cd_dep_employed_count,   count(*) cnt2,   min(cd_dep_employed_count),   max(cd_dep_employed_count),   max(cd_dep_employed_count),   cd_dep_college_count,   count(*) cnt3,   min(cd_dep_college_count),   max(cd_dep_college_count),   max(cd_dep_college_count)  from   customer c,customer_address ca,customer_demographics  where   c.c_current_addr_sk = ca.ca_address_sk and   cd_demo_sk = c.c_current_cdemo_sk and    exists (select *           from store_sales,date_dim           where c.c_customer_sk = ss_customer_sk and                 ss_sold_date_sk = d_date_sk and                 d_year = 2002 and                 d_qoy < 4) and    (exists (select *             from web_sales,date_dim             where c.c_customer_sk = ws_bill_customer_sk and                   ws_sold_date_sk = d_date_sk and                   d_year = 2002 and                   d_qoy < 4) or      exists (select *              from catalog_sales,date_dim             where c.c_customer_sk = cs_ship_customer_sk and                   cs_sold_date_sk = d_date_sk and                   d_year = 2002 and                   d_qoy < 4))  group by ca_state,           cd_gender,           cd_marital_status,           cd_dep_count,           cd_dep_employed_count,           cd_dep_college_count  order by ca_state,           cd_gender,           cd_marital_status,           cd_dep_count,           cd_dep_employed_count,           cd_dep_college_count  limit 100;
38;64;8715.92;2137.85;12581888;6872142;26866688;52428800;104857600;524288000;300350464;1746944;8245248;14328832;1136640;0;0;214714000.0;44;store_sales,catalog_sales,customer,date_dim,web_sales;select  count(*) from (     select distinct c_last_name, c_first_name, d_date     from store_sales, date_dim, customer           where store_sales.ss_sold_date_sk = date_dim.d_date_sk       and store_sales.ss_customer_sk = customer.c_customer_sk       and d_month_seq between 1198 and 1198 + 11   intersect     select distinct c_last_name, c_first_name, d_date     from catalog_sales, date_dim, customer           where catalog_sales.cs_sold_date_sk = date_dim.d_date_sk       and catalog_sales.cs_bill_customer_sk = customer.c_customer_sk       and d_month_seq between 1198 and 1198 + 11   intersect     select distinct c_last_name, c_first_name, d_date     from web_sales, date_dim, customer           where web_sales.ws_sold_date_sk = date_dim.d_date_sk       and web_sales.ws_bill_customer_sk = customer.c_customer_sk       and d_month_seq between 1198 and 1198 + 11 ) hot_cust limit 100;
39;64;4145.38;1623.04;6959104;2281683;21108736;52428800;104857600;524288000;300350464;1746944;5719040;8706048;1420288;0;0;6461500.0;31;date_dim,warehouse,item,inventory;with inv as (select w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy        ,stdev,mean, case mean when 0 then null else stdev/mean end cov  from(select w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy             ,stddev_samp(inv_quantity_on_hand) stdev,avg(inv_quantity_on_hand) mean       from inventory           ,item           ,warehouse           ,date_dim       where inv_item_sk = i_item_sk         and inv_warehouse_sk = w_warehouse_sk         and inv_date_sk = d_date_sk         and d_year =2001       group by w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy) foo  where case mean when 0 then 0 else stdev/mean end > 1) select inv1.w_warehouse_sk,inv1.i_item_sk,inv1.d_moy,inv1.mean, inv1.cov         ,inv2.w_warehouse_sk,inv2.i_item_sk,inv2.d_moy,inv2.mean, inv2.cov from inv inv1,inv inv2 where inv1.i_item_sk = inv2.i_item_sk   and inv1.w_warehouse_sk =  inv2.w_warehouse_sk   and inv1.d_moy=1   and inv2.d_moy=1+1 order by inv1.w_warehouse_sk,inv1.i_item_sk,inv1.d_moy,inv1.mean,inv1.cov         ,inv2.d_moy,inv2.mean, inv2.cov ;
41;64;2773.57;1037.16;5481472;1594702;20808704;52428800;104857600;524288000;300350464;1746944;6231040;7228416;614400;0;0;6971830.0;23;date_dim,item,warehouse,catalog_returns,catalog_sales;select      w_state   ,i_item_id   ,sum(case when (cast(d_date as date) < cast ('2002-02-27' as date))     then cs_sales_price - coalesce(cr_refunded_cash,0) else 0 end) as sales_before   ,sum(case when (cast(d_date as date) >= cast ('2002-02-27' as date))     then cs_sales_price - coalesce(cr_refunded_cash,0) else 0 end) as sales_after  from    catalog_sales left outer join catalog_returns on        (cs_order_number = cr_order_number          and cs_item_sk = cr_item_sk)   ,warehouse    ,item   ,date_dim  where      i_current_price between 0.99 and 1.49  and i_item_sk          = cs_item_sk  and cs_warehouse_sk    = w_warehouse_sk   and cs_sold_date_sk    = d_date_sk  and d_date between (cast ('2002-02-27' as date) - 30 )                 and (cast ('2002-02-27' as date) + 30 )   group by     w_state,i_item_id  order by w_state,i_item_id limit 100;
42;64;244954.0;1.589;64512;4660;11112448;52428800;104857600;524288000;300350464;1746944;1753088;1811456;130048;0;0;710211000.0;8;item;select  distinct(i_product_name)  from item i1  where i_manufact_id between 762 and 762+40     and (select count(*) as item_cnt         from item         where (i_manufact = i1.i_manufact and         ((i_category = 'Women' and          (i_color = 'blush' or i_color = 'brown') and          (i_units = 'Bundle' or i_units = 'Unknown') and         (i_size = 'extra large' or i_size = 'petite')         ) or         (i_category = 'Women' and         (i_color = 'drab' or i_color = 'purple') and         (i_units = 'Case' or i_units = 'Tbl') and         (i_size = 'large' or i_size = 'economy')         ) or         (i_category = 'Men' and         (i_color = 'sky' or i_color = 'linen') and         (i_units = 'Pound' or i_units = 'Cup') and         (i_size = 'N/A' or i_size = 'medium')         ) or         (i_category = 'Men' and         (i_color = 'lavender' or i_color = 'wheat') and         (i_units = 'Carton' or i_units = 'Dozen') and         (i_size = 'extra large' or i_size = 'petite')         ))) or        (i_manufact = i1.i_manufact and         ((i_category = 'Women' and          (i_color = 'puff' or i_color = 'violet') and          (i_units = 'Pallet' or i_units = 'Bunch') and         (i_size = 'extra large' or i_size = 'petite')         ) or         (i_category = 'Women' and         (i_color = 'light' or i_color = 'bisque') and         (i_units = 'Each' or i_units = 'Gross') and         (i_size = 'large' or i_size = 'economy')         ) or         (i_category = 'Men' and         (i_color = 'mint' or i_color = 'royal') and         (i_units = 'Ton' or i_units = 'Box') and         (i_size = 'N/A' or i_size = 'medium')         ) or         (i_category = 'Men' and         (i_color = 'coral' or i_color = 'salmon') and         (i_units = 'Tsp' or i_units = 'Dram') and         (i_size = 'extra large' or i_size = 'petite')         )))) > 0  order by i_product_name  limit 100;
